id,vi,cn
170,"Bức thư viết cho chính mình số 170 Bạn tha thứ cho người khác hết lần này đến lần khác thì người khác cũng không vì thế mà làm tổn thương bạn ít hơn. Nói cho cùng người khác làm tổn thương bạn sâu đậm tới đâu là do bạn quyết định. Bạn càng nhịn thì tổn thương đến càng nhiều, chỉ khi trả lại hết tốn thương cho đối phương thì những người làm bạn tổn thương mới ngày một ít đi. Bởi vì họ cũng phải lượng sức khi gặp kẻ cứng đầu.",写给自己的第170封信 说到底别人伤害你 谁就会没有底线地伤害你。 你没有底线地原谅谁， 面对伤害次次都能打 越退让伤害会越多越频繁， 多深， 是自己做决定的。 因为对硬骨头谁都得掂量掂量。 敢伤害你的人就会越来越少。 回去，
171,Bức thư viết cho chính mình số 171 Phản đòn tốt nhất dành cho người bạn ghét chính là giữ trọn nụ cười và ánh hào quang của mình bởi đó chính là hình ảnh của bạn mà bọn họ không muốn nhìn nhất.,写给自己的第171封信 他们最不希望看 保持微笑和光芒四射， 对讨厌你的人最好的反击是， 到这样的你。
172,Bức thư viết cho chính mình số 172 Khi Dạn nhìn rõ bản chất của một người nhưng không vạch trấn tức là bạn đã hiếu được ý nghĩa của sự tha thứ. Khi bạn ghét ai đó mà không trở mặt tức là bạn đã hiểu được cách tôn trọng. Sống trên đời này luôn có người không ưa bạn và cũng có người bạn không ưa nên hãy học cách thích nghỉ nhé!,写给自己的第172封信 当你看清了一个人而不揭穿， 你就懂得了原谅的意义; 讨厌一个人而 活着， 总有你看不惯的人， 你就懂得了至极的尊重。 也有看不惯 不翻脸， 你的人
173,"Bức thư viết cho chính mình số 173 Sự trầm mặc có thế làm sạch sẽ trái tim hỗn loạn. Đừng nói cho người khác biết bạn ngu dốt, ngây thơ, lương thiện, may mắn, xui xẻo, đau khốổ đến nhường nào. Hãy học cách dùng sự trầm mặc để che giấu tình cảm của mình. Có thể có người nói bạn tự tại nhưng tự tại có lúc chỉ là một giả tưởng. Sự trầm mặc là trí tuệ, là nội hàm và là sự thanh cao lớn nhất. Đôi khi nó cũng là sự tự do cao cả nhất.",写给自己的第173封信 变得清澈。 你有多愚蠢、 不用告诉别人， 可以让混乱的心， 沉默， 多痛苦， 多倒霉、 多善良、 多天真、 学会用沉默去掩饰自己的情 多幸运、 但洒脱有时候只是一种假象。 也许有人说你洒脱， 是睿智， 沉默， 是 是最后的清高， 也是最后的自由。 内涵； 沉默，
174,"Bức thư viết cho chính mình số 174 Bạn phải học cách giữ được sự cô đơn ở một mức nhất định giữa mọi người. Bạn đừng có nghĩ cái gì cũng lập tức đi nói với người khác. Ngoài ra, đối với những lời người khác nói nhất định đừng coi là thật 100%. Đừng chờ đợi quá nhiều từ người khác cho dù ở mặt đạo đức hay tư tưởng. Trước suy nghĩ của người khác, bạn phải myện được thái độ bàng quan không quan tâm bởi vì đây là cách thực tế nhất đế bồi dưỡng sự khoan dung rộng lượng.",写给自己的第174封信 不要有什么想法就立马告诉别 学会在人群中保持一定程度上的孤独， 不能对别人有太多的期待， 对别人所说的话千万不要太过当真。--- 人。另外， 无论在道德上抑或在思想上。对于别人的看法，应锻炼出一副淡漠、 无动于 因为这是培养值得称道的宽容的一个最切实可行的手段。 衷的态度，
175,"Bức thư viết cho chính mình số 175 Bạn từ chối càng nhiều thì mới đạt được càng nhiều. Làm người phải nhẫn nhục chịu khố, kén chọn tới lui mới hưởng phúc. Nói không mới có thể đạt được, biết cách từ chối sống mới không có khúc mắc suy tư gì.",写给自己的第175封信 得到的才越多。 你拒绝得越多， 挑三拣 忍辱负重地吃苦， 做人就是， 懂得拒绝， 四才享福。 活得才不纠结。 才能得到， 说不，
176,"Bức thư viết cho chính mình số 176 Bạn mãi mãi hông thế biết được bạn có bao nhiêu phiên bản thông qua miệng lưỡi của người khác, cũng không biết được người khác vì bảo vệ bản thân mà nói bao Thứ mà bạn có thể làm được chính là không để ý tới nó, càng không cần giải thích rõ ràng làm gì vì người hiếu bạn tất sẽ tin tưởng bạn.",写给自己的第176封信 也不会知道别人为了维 你永远不知道在别人嘴中的你会有多少版本， 而你能做 护自己而说过什么去诋毁你， 更无法阻止那些不切实际的闲话。 更没必要去解释澄清， 懂你的人永远相信你。 的就是置之不理，
177,Bức thuư viết cho chính mình số 177 Tôi cứ nghĩ rằng người khác tôn trọng tôi là vì tôi rất xuất sắc. Sau này tôi dần dần mới hiểu ra rằng: Người khác tôn trọng tôi bởi vì họ xuất sắc. Người xuất sắc biết cách tôn trọng người khác. Cung kính với người khác chính là thể hiện sự đoan trang chuẩn mực của bản thân.,写给自己的第177封信 慢慢地我明白了， 是因为我很优秀。 我以为别人尊重我， 别人尊重 是因为别人很优秀； 优秀的人更懂得尊重别人。 对人恭敬其实是在庄 严你自己。
178,Bức thư viết cho chính mình số 178 Nếu đã lựa chọn cách sống khác với số đông thì sao phải đế ý tới những ánh mắt khác thường đang phán xét soi mói bạn chứ?,写给自己的第178封信 又何必在乎别人以与众不同的眼 既然已选择了与众不同的生活方式， 光看你呢?
179,"Bức thư viết cho chính mình số 179 Cái đẹp của một người không nằm ở nhan sắc mà nằm ở chỗ: Sau khi đã trải qua bao nhiêu chuyện, vết thương trong lòng mờ đi khiến nội tâm trở nên kiên cường mà yên tĩnh hơn. Vì thế, sự nhã nhặn không phải do rèn luyện mà do trải nghiệm tạo nên. Sự điềm nhiên cũng không phải giả tạo mà là một sự trầm lắng. Từ một ý nghĩa nào đó mà nói: Con người không bao giờ già, thứ già đi là nhan sắc. Thời gian sẽ khiến tâm hồn ngày càng trở nên mặn mà sâu sắc hơn. Ỉ;",写给自己的第179封信 而是所有经历过的往事， 并不是容颜， 一个人的美丽， 在心中留下伤  优雅并不是训练出来的， 令人坚强而安谧。 痕又褪去， 而是一种阅 所以， 从某种意义上来说， 淡然并不是伪装出来的， 人永远 而是一种沉淀。 都不会老， 变得越来越动人。 时间会让一颗灵魂， 老去的只是容颜，
180,"Bức thư viết cho chính mình số 180 Sự đầu tư tốt nhất của người phụ nữ khi còn trẻ chính là tiêu tiền cho chính bản thân mình, đi du lịch, dưỡng da, hưởng thụ và khiến bản thân tỏa sáng nhất trong quãng thời gian đẹp nhất. Bạn đối với chính mình tốt, người khác mới đối với bạn tốt. Sự ri1ẻ<gl""1`iệp, gia đình, tình yêu, mọi thứ đều phải hoàn hảo. Phụ nữ khi không còn thanh xuân nữa mới cần tiết kiệm tiền, đợi đến khi già rồi, bạn sẽ trở thành người “từng” rất xinh đẹp, lại còn là người phụ nữ có tiền của.",写给自己的第180封信 就是把钱花自己身上， 去 去护肤、 去旅游、 女人年轻时最好的投资， 别人才会对你 你对自己好， 让自己在最好年华里爆发最好的光彩。 享受， 等到老 事业家庭爱情才会出色。 女人只有在青春逝去后才需要攒钱， 现在又有钱的老太太了。 你就是一个曾经最美，
181,"Bức thư viết cho chính mình số 181 Hiểu rõ bản chất của ai đó nhưng không nhất thiết phải vạch trần họ, có ghét một ai đó cũng không cần phải trở mặt. Sống trên đời này luôn có những người ta không ưa cũng giống như có người không ưa chúng ta vậy. Sống, tuy nói là đơn giản nhưng thực chất không đơn giản. Có thể mỉm cười trước mọi cái được mất mới có thế thấy được trời đất rộng lớn. Trong lòng sáng tỏ mới có thể đơm hoa kết trái. Cuộc sống chính là như vậy đó bạn ạ.",写给自己的第181封信 总有看不 活着， 看清一个人何必去揭穿， 讨厌一个人又何必去翻脸。  就如别人看不惯我们。 说简单其实很简单， 活着， 笑看得失才会 惯的人， 心有透明才会春暖花开。人生如此而已。 海阔天空；
182,"Bức thư viết cho chính mình số 182 Không ai có nghĩa vụ phát hiện ra những phẩm chất bên trong tốt đẹp của bạn thông qua vẻ bề ngoài không trau chuốt. Bạn luôn phải sạch sẽ, gọn gàng, thậm chí là hay nữ cũng vậy mà thôi,",写给自己的第182封信 没有人有义务必须透过你邋遢的外表去发现你优秀的内在。 你必须干 这是你做人的基本与尊严， 甚至是精致， 整洁， 不分男女。
183,"Bức thư viết cho chính mình số 183 Tình cảm thoải mái chính là bạn nói đến bất cứ chủ đề gì đối phương cũng có ũ thể nói cùng. Không phải do đối phương hiếu biết sâu rộng mà do anh ấy cũng hứng thú với chủ đề đấy. Nếu bạn hiểu rõ, anh ấy sẽ nói cho bạn những gì bạn chưa biết, nếu bạn không hiểu anh ấy sẽ hỏi phần bạn biết. Nếu bạn đã từng nghe anh ấy sẽ chia sẻ cảm nhận với bạn, nếu bạn chưa từng nghe anh ấy sẽ dùng sự tò mò của mình khiến bạn chia sẻ rất nhiều. Cách khiến hai người sống vui vẻ với nhau chính là biết cách tiến lui vậy đó, nghĩa là luôn phải có một bên tiến, một bên lui và ngược lại. ặ dìngrán dòngrén.",写给自己的第183封信 舒服的感情是你聊起任何话题，1 对方都聊得下去，- 不是因为对方见多 对方会说你不知道的部分;- 而是对方极其感兴趣。 了解的， 识广， 不了解 对方会问你知道的部分。 对方懂得分享感受；- 听过的， 对 享感受；没听过的，对是懂得你进我退和你退 方的好奇也让你充满言说欲。 两个人最好的相处， 我进。
